,_state,id,book_id,books_count,isbn,author,original_publication_year,original_title,title,lang_code,average_rating,image_url,small_image_url,image
373,<django.db.models.base.ModelState object at 0x0000021658178640>,428,12127750,65,1423140605,Rick Riordan,2012,The Mark of Athena,"The Mark of Athena (The Heroes of Olympus, #3)",eng,4.47,https://images.gr-assets.com/books/1464201354m/12127750.jpg,https://images.gr-assets.com/books/1464201354s/12127750.jpg,https://images.gr-assets.com/books/1464201354m/12127750.jpg
374,<django.db.models.base.ModelState object at 0x00000216581786D0>,429,34497,153,60855924,Terry Pratchett,1983,The Colour of Magic,"The Color of Magic (Discworld, #1; Rincewind #1)",eng,3.97,https://images.gr-assets.com/books/1407111017m/34497.jpg,https://images.gr-assets.com/books/1407111017s/34497.jpg,https://images.gr-assets.com/books/1407111017m/34497.jpg
375,<django.db.models.base.ModelState object at 0x0000021658178760>,430,4929,157,1400079276,"Haruki Murakami, Philip Gabriel",2002,海辺のカフカ [Umibe no Kafuka],Kafka on the Shore,en-US,4.13,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
376,<django.db.models.base.ModelState object at 0x00000216581787F0>,431,28877,191,525945563,Thomas Harris,1981,Red Dragon,"Red Dragon (Hannibal Lecter, #1)",eng,4.01,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
377,<django.db.models.base.ModelState object at 0x0000021658178880>,432,41804,218,553803700,Isaac Asimov,1950,"I, Robot","I, Robot (Robot #0.1)",eng,4.17,https://images.gr-assets.com/books/1388321463m/41804.jpg,https://images.gr-assets.com/books/1388321463s/41804.jpg,https://images.gr-assets.com/books/1388321463m/41804.jpg
378,<django.db.models.base.ModelState object at 0x0000021658178910>,433,42899,73,451216954,J.R. Ward,2005,Dark Lover,"Dark Lover (Black Dagger Brotherhood, #1)",eng,4.21,https://images.gr-assets.com/books/1429676285m/42899.jpg,https://images.gr-assets.com/books/1429676285s/42899.jpg,https://images.gr-assets.com/books/1429676285m/42899.jpg
379,<django.db.models.base.ModelState object at 0x00000216581789A0>,434,7791997,73,1416989439,Becca Fitzpatrick,2010,Crescendo,"Crescendo (Hush, Hush, #2)",en-US,4.07,https://images.gr-assets.com/books/1362408146m/7791997.jpg,https://images.gr-assets.com/books/1362408146s/7791997.jpg,https://images.gr-assets.com/books/1362408146m/7791997.jpg
380,<django.db.models.base.ModelState object at 0x0000021658178A30>,435,6482837,82,61726818,Lauren Oliver,2010,Before I Fall,Before I Fall,eng,3.92,https://images.gr-assets.com/books/1361044695m/6482837.jpg,https://images.gr-assets.com/books/1361044695s/6482837.jpg,https://images.gr-assets.com/books/1361044695m/6482837.jpg
381,<django.db.models.base.ModelState object at 0x0000021658178AC0>,436,9777,168,679457313,Arundhati Roy,1997,The God of Small Things,The God of Small Things,eng,3.91,https://images.gr-assets.com/books/1436217001m/9777.jpg,https://images.gr-assets.com/books/1436217001s/9777.jpg,https://images.gr-assets.com/books/1436217001m/9777.jpg
382,<django.db.models.base.ModelState object at 0x0000021658178B50>,437,18079776,63,670024783,Sue Monk Kidd,2014,The Invention of Wings,The Invention of Wings,en-US,4.23,https://images.gr-assets.com/books/1386699861m/18079776.jpg,https://images.gr-assets.com/books/1386699861s/18079776.jpg,https://images.gr-assets.com/books/1386699861m/18079776.jpg
383,<django.db.models.base.ModelState object at 0x0000021658178BE0>,438,6469165,68,141043768,Liane Moriarty,2009,What Alice Forgot,What Alice Forgot,eng,4.05,https://images.gr-assets.com/books/1377159022m/6469165.jpg,https://images.gr-assets.com/books/1377159022s/6469165.jpg,https://images.gr-assets.com/books/1377159022m/6469165.jpg
384,<django.db.models.base.ModelState object at 0x0000021658178C70>,439,3869,246,553380168,"Stephen Hawking, Cao Chi, Phạm Văn Thiều",1987,A Brief History of Time: From the Big Bang to Blac,A Brief History of Time,eng,4.12,https://images.gr-assets.com/books/1333578746m/3869.jpg,https://images.gr-assets.com/books/1333578746s/3869.jpg,https://images.gr-assets.com/books/1333578746m/3869.jpg
385,<django.db.models.base.ModelState object at 0x0000021658178D00>,440,7315573,140,525951652,Ken Follett,2010,Fall of Giants,"Fall of Giants (The Century Trilogy, #1)",eng,4.26,https://images.gr-assets.com/books/1470384630m/7315573.jpg,https://images.gr-assets.com/books/1470384630s/7315573.jpg,https://images.gr-assets.com/books/1470384630m/7315573.jpg
386,<django.db.models.base.ModelState object at 0x0000021658178D90>,441,6320534,110,1439148503,Stephen King,2009,Under the Dome,Under the Dome,eng,3.89,https://images.gr-assets.com/books/1268982908m/6320534.jpg,https://images.gr-assets.com/books/1268982908s/6320534.jpg,https://images.gr-assets.com/books/1268982908m/6320534.jpg
387,<django.db.models.base.ModelState object at 0x0000021658178E20>,442,830,80,553380958,Neal Stephenson,1992,Snow Crash,Snow Crash,eng,4.02,https://images.gr-assets.com/books/1477624625m/830.jpg,https://images.gr-assets.com/books/1477624625s/830.jpg,https://images.gr-assets.com/books/1477624625m/830.jpg
388,<django.db.models.base.ModelState object at 0x0000021658178EB0>,443,51738,61,670061050,Sarah Dessen,2006,Just Listen,Just Listen,en-US,4.06,https://images.gr-assets.com/books/1358270741m/51738.jpg,https://images.gr-assets.com/books/1358270741s/51738.jpg,https://images.gr-assets.com/books/1358270741m/51738.jpg
389,<django.db.models.base.ModelState object at 0x0000021658178F40>,444,99107,244,525467564,"A.A. Milne, Ernest H. Shepard",1926,Winnie-the-Pooh,"Winnie-the-Pooh (Winnie-the-Pooh, #1)",eng,4.34,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
390,<django.db.models.base.ModelState object at 0x0000021658178FD0>,445,9736930,150,62060554,S.J. Watson,2011,Before I Go to Sleep,Before I Go to Sleep,en-CA,3.87,https://images.gr-assets.com/books/1358353512m/9736930.jpg,https://images.gr-assets.com/books/1358353512s/9736930.jpg,https://images.gr-assets.com/books/1358353512m/9736930.jpg
391,<django.db.models.base.ModelState object at 0x000002165817B0A0>,446,102868,1106,1420925539,Arthur Conan Doyle,1887,A Study in Scarlet,A Study in Scarlet,eng,4.15,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
392,<django.db.models.base.ModelState object at 0x000002165817B130>,447,2248573,143,375826726,Christopher Paolini,2008,Brisingr,"Brisingr (The Inheritance Cycle, #3)",eng,4.03,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
393,<django.db.models.base.ModelState object at 0x000002165817B1C0>,448,56495,149,310276993,Rick Warren,2002,The Purpose Driven Life: What on Earth am I Here F,The Purpose Driven Life: What on Earth Am I Here for?,en-US,3.9,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
394,<django.db.models.base.ModelState object at 0x000002165817B250>,449,676924,80,312360282,"P.C. Cast, Kristin Cast",2007,Betrayed: a House of Night Novel,"Betrayed (House of Night, #2)",en-US,3.93,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
395,<django.db.models.base.ModelState object at 0x000002165817B2E0>,450,47212,75,451457811,Jim Butcher,2000,Storm Front,"Storm Front (The Dresden Files, #1)",en-US,4.02,https://images.gr-assets.com/books/1419456275m/47212.jpg,https://images.gr-assets.com/books/1419456275s/47212.jpg,https://images.gr-assets.com/books/1419456275m/47212.jpg
396,<django.db.models.base.ModelState object at 0x000002165817B370>,451,50398,122,1593082649,"Jane Austen, Alfred MacAdam",1817,Northanger Abbey,Northanger Abbey,eng,3.8,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
397,<django.db.models.base.ModelState object at 0x000002165817B400>,452,16101128,102,399162410,Rick Yancey,2013,The 5th Wave,"The 5th Wave (The 5th Wave, #1)",eng,4.1,https://images.gr-assets.com/books/1359853842m/16101128.jpg,https://images.gr-assets.com/books/1359853842s/16101128.jpg,https://images.gr-assets.com/books/1359853842m/16101128.jpg
398,<django.db.models.base.ModelState object at 0x000002165817B490>,453,10920,97,802142842,Charles Frazier,1997,Cold Mountain,Cold Mountain,en-US,3.83,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
399,<django.db.models.base.ModelState object at 0x000002165817B520>,454,767680,41,60245867,"Laura Joffe Numeroff, Felicia Bond",1985,If You Give a Mouse a Cookie,If You Give a Mouse a Cookie,en-US,4.24,https://images.gr-assets.com/books/1276046901m/767680.jpg,https://images.gr-assets.com/books/1276046901s/767680.jpg,https://images.gr-assets.com/books/1276046901m/767680.jpg
400,<django.db.models.base.ModelState object at 0x000002165817B5B0>,455,42155,43,312323867,Emily Giffin,2005,Something Blue,"Something Blue (Darcy & Rachel, #2)",en-US,3.92,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
401,<django.db.models.base.ModelState object at 0x000002165817B640>,456,12220,109,822210894,Tennessee Williams,1947,A Streetcar Named Desire,A Streetcar Named Desire,eng,3.97,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
402,<django.db.models.base.ModelState object at 0x000002165817B6D0>,457,10692,129,751537284,Elizabeth Kostova,2005,The Historian,The Historian,eng,3.77,https://images.gr-assets.com/books/1338298031m/10692.jpg,https://images.gr-assets.com/books/1338298031s/10692.jpg,https://images.gr-assets.com/books/1338298031m/10692.jpg
403,<django.db.models.base.ModelState object at 0x000002165817B760>,458,20170404,63,385353308,Emily St. John Mandel,2014,Station Eleven,Station Eleven,eng,4.02,https://images.gr-assets.com/books/1451446835m/20170404.jpg,https://images.gr-assets.com/books/1451446835s/20170404.jpg,https://images.gr-assets.com/books/1451446835m/20170404.jpg
404,<django.db.models.base.ModelState object at 0x000002165817B7F0>,459,18774964,132,1476738017,"Fredrik Backman, Henning Koch",2012,En man som heter Ove,A Man Called Ove,eng,4.35,https://images.gr-assets.com/books/1405259930m/18774964.jpg,https://images.gr-assets.com/books/1405259930s/18774964.jpg,https://images.gr-assets.com/books/1405259930m/18774964.jpg
405,<django.db.models.base.ModelState object at 0x000002165817B880>,460,18335634,79,1406321346,Cassandra Clare,2013,Clockwork Princess,"Clockwork Princess (The Infernal Devices, #3)",eng,4.59,https://images.gr-assets.com/books/1436788488m/18335634.jpg,https://images.gr-assets.com/books/1436788488s/18335634.jpg,https://images.gr-assets.com/books/1436788488m/18335634.jpg
406,<django.db.models.base.ModelState object at 0x000002165817B910>,461,1078,210,1416500189,Pearl S. Buck,1931,The Good Earth,"The Good Earth (House of Earth, #1)",eng,3.97,https://images.gr-assets.com/books/1312497600m/1078.jpg,https://images.gr-assets.com/books/1312497600s/1078.jpg,https://images.gr-assets.com/books/1312497600m/1078.jpg
407,<django.db.models.base.ModelState object at 0x000002165817B9A0>,462,2784,34,140135154,John Berger,1972,Ways of Seeing,Ways of Seeing,eng,3.75,https://images.gr-assets.com/books/1464018308m/2784.jpg,https://images.gr-assets.com/books/1464018308s/2784.jpg,https://images.gr-assets.com/books/1464018308m/2784.jpg
408,<django.db.models.base.ModelState object at 0x000002165817BA30>,463,5364,141,385335970,Diana Gabaldon,1992,Dragonfly in Amber,"Dragonfly in Amber (Outlander, #2)",eng,4.31,https://images.gr-assets.com/books/1456114344m/5364.jpg,https://images.gr-assets.com/books/1456114344s/5364.jpg,https://images.gr-assets.com/books/1456114344m/5364.jpg
409,<django.db.models.base.ModelState object at 0x000002165817BAC0>,466,659469,44,345368584,"Chuck Dixon, J.R.R. Tolkien, David Wenzel, Sean Deming",1989,The Hobbit,The Hobbit: Graphic Novel,eng,4.48,https://images.gr-assets.com/books/1374681632m/659469.jpg,https://images.gr-assets.com/books/1374681632s/659469.jpg,https://images.gr-assets.com/books/1374681632m/659469.jpg
410,<django.db.models.base.ModelState object at 0x000002165817BB50>,467,297673,9,1594489580,Junot Díaz,2007,The Brief Wondrous Life of Oscar Wao,The Brief Wondrous Life of Oscar Wao,eng,3.89,https://images.gr-assets.com/books/1391409748m/297673.jpg,https://images.gr-assets.com/books/1391409748s/297673.jpg,https://images.gr-assets.com/books/1391409748m/297673.jpg
411,<django.db.models.base.ModelState object at 0x000002165817BBE0>,468,37415,80,61120065,Zora Neale Hurston,1937,Their Eyes Were Watching God,Their Eyes Were Watching God,eng,3.87,https://images.gr-assets.com/books/1368072803m/37415.jpg,https://images.gr-assets.com/books/1368072803s/37415.jpg,https://images.gr-assets.com/books/1368072803m/37415.jpg
412,<django.db.models.base.ModelState object at 0x000002165817BC70>,469,41899,123,439321603,"Newt Scamander, J.K. Rowling, Albus Dumbledore",2001,Fantastic Beasts and Where to Find Them,Fantastic Beasts and Where to Find Them,eng,3.95,https://images.gr-assets.com/books/1303738520m/41899.jpg,https://images.gr-assets.com/books/1303738520s/41899.jpg,https://images.gr-assets.com/books/1303738520m/41899.jpg
413,<django.db.models.base.ModelState object at 0x000002165817BD00>,470,17851885,129,316322407,"Malala Yousafzai, Christina Lamb",2012,I Am Malala: The Girl Who Stood Up for Education a,I Am Malala: The Story of the Girl Who Stood Up for Education and Was Shot by the Taliban,eng,4.06,https://images.gr-assets.com/books/1375414895m/17851885.jpg,https://images.gr-assets.com/books/1375414895s/17851885.jpg,https://images.gr-assets.com/books/1375414895m/17851885.jpg
414,<django.db.models.base.ModelState object at 0x000002165817BD90>,471,45032,1208,141439807,"Jane Austen, Kathryn Sutherland, Tony Tanner, Claire Lamont",1814,Mansfield Park,Mansfield Park,eng,3.84,https://images.gr-assets.com/books/1397063295m/45032.jpg,https://images.gr-assets.com/books/1397063295s/45032.jpg,https://images.gr-assets.com/books/1397063295m/45032.jpg
415,<django.db.models.base.ModelState object at 0x000002165817BE20>,473,237209,78,670038601,Tana French,2007,In the Woods,"In the Woods (Dublin Murder Squad, #1)",eng,3.74,https://images.gr-assets.com/books/1348442606m/237209.jpg,https://images.gr-assets.com/books/1348442606s/237209.jpg,https://images.gr-assets.com/books/1348442606m/237209.jpg
416,<django.db.models.base.ModelState object at 0x000002165817BEB0>,474,14743,104,618680004,Richard Dawkins,2006,The God Delusion,The God Delusion,eng,3.89,https://images.gr-assets.com/books/1347220693m/14743.jpg,https://images.gr-assets.com/books/1347220693s/14743.jpg,https://images.gr-assets.com/books/1347220693m/14743.jpg
417,<django.db.models.base.ModelState object at 0x000002165817BF40>,475,8492825,8,525422943,Gayle Forman,2011,Where She Went,"Where She Went (If I Stay, #2)",en-US,4.06,https://images.gr-assets.com/books/1347810457m/8492825.jpg,https://images.gr-assets.com/books/1347810457s/8492825.jpg,https://images.gr-assets.com/books/1347810457m/8492825.jpg
